ID,targets
87_test_public_mt_eng-swa,"alisema: ""nilikasirika sana wakati walisema siwezi kufungia mayai yangu."
88_test_public_mt_eng-swa,"na mtumwa wako yu katikati ya watu wako uliowachagua, watu wengi wasioweza kuhesabiwa, wala kufahamiwa idadi yao, kwa kuwa ni wengi."
89_test_public_mt_eng-swa,pound huanza kupungua mbele ya macho ya mtu binafsi.
90_test_public_mt_eng-swa,"hivyo, bi mkubwa aliamua kutokuja nami."
91_test_public_mt_eng-swa,hadithi fupi (2)
92_test_public_mt_eng-swa,muujiza wa pili huko kana
93_test_public_mt_eng-swa,"rais wa halmashauri ya umoja wa ulaya jean-claude juncker, katika hotuba yake ya kila mwaka katika bunge la ulaya ametoa mwito wa kuanzishwa kwa ushirikiano mpya na bara la afrika."
94_test_public_mt_eng-swa,kwenye ligi kuu ya china.
95_test_public_mt_eng-swa,kuru kuru kururuin movies (0)
96_test_public_mt_eng-swa,"najua atakuwa na hamu ya kupata simu yako, kwa siku hiyo mkaushie mpaka kesho yake ndipo umtafute."
97_test_public_mt_eng-swa,"aliongeza kuwa ujumbe wa maadhimisho ya siku hiyo mwaka huu unasema "" ndoto bilioni saba."
98_test_public_mt_eng-swa,watu wa mungu tunamjengea bwana nyumba ya kuabudia na wale wa abudu sanamu vile vile wanajengea satani.
99_test_public_mt_eng-swa,"tunatoa kwa mashirika yote ya jamii au ya kimanzigira yaliyo katika nchi za afrika kusini na mashariki nafasi ya kusajili maelezo ya majina yao, maeneo, tovuti, maelezo ya mawasiliano na bidhaa na huduma wanazotoa katika mpangilio orodha usiokuwa na malipo ambao utapatikana mtandaoni na kwenye cd, ili wateja wanaozekana, waungaji mkono na wafadhali waweze kupata maelezo yako."
100_test_public_mt_eng-swa,san marino inatajwa kuwa jamhuri yenye umri mkubwa kuliko zote duniani.
1_test_public_afrixnli_hau,1
2_test_public_afrixnli_hau,1
3_test_public_afrixnli_hau,2
4_test_public_afrixnli_hau,0
5_test_public_afrixnli_hau,2
6_test_public_afrixnli_hau,0
7_test_public_afrixnli_hau,1
8_test_public_afrixnli_hau,2
9_test_public_afrixnli_hau,1
10_test_public_afrixnli_hau,0
11_test_public_afrixnli_hau,1
12_test_public_afrixnli_hau,0
13_test_public_afrixnli_hau,2
14_test_public_afrixnli_hau,0
15_test_public_afrixnli_hau,2
16_test_public_afrixnli_hau,1
17_test_public_afrixnli_hau,2
18_test_public_afrixnli_hau,1
19_test_public_afrixnli_hau,0
20_test_public_afrixnli_hau,2
21_test_public_afrixnli_hau,0
22_test_public_afrixnli_hau,1
23_test_public_afrixnli_hau,1
24_test_public_afrixnli_hau,0
25_test_public_afrixnli_hau,2
26_test_public_afrixnli_hau,1
27_test_public_afrixnli_hau,0
28_test_public_afrixnli_hau,2
29_test_public_afrixnli_hau,0
30_test_public_afrixnli_hau,2
31_test_public_afrixnli_hau,1
32_test_public_afrixnli_hau,2
33_test_public_afrixnli_hau,1
34_test_public_afrixnli_hau,0
35_test_public_afrixnli_hau,0
36_test_public_afrixnli_hau,2
37_test_public_afrixnli_hau,1
38_test_public_afrixnli_hau,1
39_test_public_afrixnli_hau,2
40_test_public_afrixnli_hau,0
41_test_public_afrixnli_hau,0
42_test_public_afrixnli_hau,1
43_test_public_afrixnli_hau,2
44_test_public_afrixnli_hau,2
45_test_public_afrixnli_hau,0
46_test_public_afrixnli_hau,1
47_test_public_afrixnli_hau,2
48_test_public_afrixnli_hau,0
49_test_public_afrixnli_hau,1
50_test_public_afrixnli_hau,1
51_test_public_afrixnli_hau,2
52_test_public_afrixnli_hau,0
53_test_public_afrixnli_hau,0
54_test_public_afrixnli_hau,1
55_test_public_afrixnli_hau,2
56_test_public_afrixnli_hau,2
57_test_public_afrixnli_hau,1
58_test_public_afrixnli_hau,0
59_test_public_afrixnli_hau,2
60_test_public_afrixnli_hau,1
61_test_public_afrixnli_hau,0
62_test_public_afrixnli_hau,2
63_test_public_afrixnli_hau,1
64_test_public_afrixnli_hau,0
65_test_public_afrixnli_hau,0
66_test_public_afrixnli_hau,2
67_test_public_afrixnli_hau,1
68_test_public_afrixnli_hau,0
69_test_public_afrixnli_hau,2
70_test_public_afrixnli_hau,1
71_test_public_afrixnli_hau,0
72_test_public_afrixnli_hau,2
73_test_public_afrixnli_hau,1
74_test_public_afrixnli_hau,2
75_test_public_afrixnli_hau,1
76_test_public_afrixnli_hau,0
77_test_public_afrixnli_hau,2
78_test_public_afrixnli_hau,1
79_test_public_afrixnli_hau,0
80_test_public_afrixnli_hau,1
81_test_public_afrixnli_hau,0
82_test_public_afrixnli_hau,2
83_test_public_afrixnli_hau,1
84_test_public_afrixnli_hau,0
85_test_public_afrixnli_hau,2
86_test_public_afrixnli_hau,2
87_test_public_afrixnli_hau,1
88_test_public_afrixnli_hau,0
89_test_public_afrixnli_hau,0
90_test_public_afrixnli_hau,2
91_test_public_afrixnli_hau,1
92_test_public_afrixnli_hau,1
93_test_public_afrixnli_hau,0
94_test_public_afrixnli_hau,2
95_test_public_afrixnli_hau,2
96_test_public_afrixnli_hau,1
97_test_public_afrixnli_hau,0
98_test_public_afrixnli_hau,0
99_test_public_afrixnli_hau,2
100_test_public_afrixnli_hau,1
1_test_public_afrixnli_swa,1
2_test_public_afrixnli_swa,1
3_test_public_afrixnli_swa,2
4_test_public_afrixnli_swa,0
5_test_public_afrixnli_swa,2
6_test_public_afrixnli_swa,0
7_test_public_afrixnli_swa,1
8_test_public_afrixnli_swa,2
9_test_public_afrixnli_swa,1
10_test_public_afrixnli_swa,0
11_test_public_afrixnli_swa,1
12_test_public_afrixnli_swa,0
13_test_public_afrixnli_swa,2
14_test_public_afrixnli_swa,0
15_test_public_afrixnli_swa,2
16_test_public_afrixnli_swa,1
17_test_public_afrixnli_swa,2
18_test_public_afrixnli_swa,1
19_test_public_afrixnli_swa,0
20_test_public_afrixnli_swa,2
21_test_public_afrixnli_swa,0
22_test_public_afrixnli_swa,1
23_test_public_afrixnli_swa,1
24_test_public_afrixnli_swa,0
25_test_public_afrixnli_swa,2
26_test_public_afrixnli_swa,1
27_test_public_afrixnli_swa,0
28_test_public_afrixnli_swa,2
29_test_public_afrixnli_swa,0
30_test_public_afrixnli_swa,2
31_test_public_afrixnli_swa,1
32_test_public_afrixnli_swa,2
33_test_public_afrixnli_swa,1
34_test_public_afrixnli_swa,0
35_test_public_afrixnli_swa,0
36_test_public_afrixnli_swa,2
37_test_public_afrixnli_swa,1
38_test_public_afrixnli_swa,1
39_test_public_afrixnli_swa,2
40_test_public_afrixnli_swa,0
41_test_public_afrixnli_swa,0
42_test_public_afrixnli_swa,1
43_test_public_afrixnli_swa,2
44_test_public_afrixnli_swa,2
45_test_public_afrixnli_swa,0
46_test_public_afrixnli_swa,1
47_test_public_afrixnli_swa,2
48_test_public_afrixnli_swa,0
49_test_public_afrixnli_swa,1
50_test_public_afrixnli_swa,1
51_test_public_afrixnli_swa,2
52_test_public_afrixnli_swa,0
53_test_public_afrixnli_swa,0
54_test_public_afrixnli_swa,1
55_test_public_afrixnli_swa,2
56_test_public_afrixnli_swa,2
57_test_public_afrixnli_swa,1
58_test_public_afrixnli_swa,0
59_test_public_afrixnli_swa,2
60_test_public_afrixnli_swa,1
61_test_public_afrixnli_swa,0
62_test_public_afrixnli_swa,2
63_test_public_afrixnli_swa,1
64_test_public_afrixnli_swa,0
65_test_public_afrixnli_swa,0
66_test_public_afrixnli_swa,2
67_test_public_afrixnli_swa,1
68_test_public_afrixnli_swa,0
69_test_public_afrixnli_swa,2
70_test_public_afrixnli_swa,1
71_test_public_afrixnli_swa,0
72_test_public_afrixnli_swa,2
73_test_public_afrixnli_swa,1
74_test_public_afrixnli_swa,2
75_test_public_afrixnli_swa,1
76_test_public_afrixnli_swa,0
77_test_public_afrixnli_swa,2
78_test_public_afrixnli_swa,1
79_test_public_afrixnli_swa,0
80_test_public_afrixnli_swa,1
81_test_public_afrixnli_swa,0
82_test_public_afrixnli_swa,2
83_test_public_afrixnli_swa,1
84_test_public_afrixnli_swa,0
85_test_public_afrixnli_swa,2
86_test_public_afrixnli_swa,2
87_test_public_afrixnli_swa,1
88_test_public_afrixnli_swa,0
89_test_public_afrixnli_swa,0
90_test_public_afrixnli_swa,2
91_test_public_afrixnli_swa,1
92_test_public_afrixnli_swa,1
93_test_public_afrixnli_swa,0
94_test_public_afrixnli_swa,2
95_test_public_afrixnli_swa,2
96_test_public_afrixnli_swa,1
97_test_public_afrixnli_swa,0
98_test_public_afrixnli_swa,0
99_test_public_afrixnli_swa,2
100_test_public_afrixnli_swa,1
